InputSize,Algorithm,RunningTime
48000,TandemRepeat,170.204515
48000,SuffixTree,153.032379
48000,TandemRepeat,173.961527
48000,SuffixTree,170.569515
48000,TandemRepeat,179.03221
48000,SuffixTree,200.792059
48000,TandemRepeat,174.730882
48000,SuffixTree,189.642223
48000,TandemRepeat,212.033714
48000,SuffixTree,218.420413
48000,TandemRepeat,182.363167
48000,SuffixTree,167.718471
48000,TandemRepeat,169.945177
52000,SuffixTree,205.824409
52000,TandemRepeat,190.247856
52000,SuffixTree,179.309347
52000,TandemRepeat,188.518577
52000,SuffixTree,189.964101
52000,TandemRepeat,185.92919
52000,SuffixTree,163.320002
52000,TandemRepeat,221.691027
52000,SuffixTree,198.375467
52000,TandemRepeat,190.486336
52000,SuffixTree,172.455399
52000,TandemRepeat,193.82852
52000,SuffixTree,183.471336
52000,TandemRepeat,191.595316
52000,SuffixTree,164.647373
52000,TandemRepeat,189.46966
52000,SuffixTree,180.691607
52000,TandemRepeat,192.823627
52000,SuffixTree,179.091329
52000,TandemRepeat,195.161562
56000,SuffixTree,195.446936
56000,TandemRepeat,206.587741
56000,SuffixTree,188.852521
56000,TandemRepeat,204.247387
56000,SuffixTree,184.724255
56000,TandemRepeat,201.851041
56000,SuffixTree,178.979464
56000,TandemRepeat,204.966028
56000,SuffixTree,201.209596
56000,TandemRepeat,214.353012
56000,SuffixTree,212.571583
56000,TandemRepeat,201.658493
56000,SuffixTree,178.926959
56000,TandemRepeat,232.064664
56000,SuffixTree,191.941306
56000,TandemRepeat,208.309044
56000,SuffixTree,189.438911
56000,TandemRepeat,206.512155
56000,SuffixTree,188.505048
56000,TandemRepeat,214.322473
60000,SuffixTree,233.997019
60000,TandemRepeat,217.023246
60000,SuffixTree,229.057756
60000,TandemRepeat,218.205563
60000,SuffixTree,205.271972
60000,TandemRepeat,220.301791
60000,SuffixTree,208.719663
60000,TandemRepeat,223.44737
60000,SuffixTree,198.593162
60000,TandemRepeat,230.735814
60000,SuffixTree,200.094351
60000,TandemRepeat,222.960032
60000,SuffixTree,194.413702
60000,TandemRepeat,233.103406
60000,SuffixTree,220.543436
60000,TandemRepeat,214.226302
60000,SuffixTree,255.001393
60000,TandemRepeat,224.013297
60000,SuffixTree,233.733581
60000,TandemRepeat,226.517722
64000,SuffixTree,271.576734
64000,TandemRepeat,233.942751
64000,SuffixTree,240.44992
64000,TandemRepeat,237.094939
64000,SuffixTree,199.267458
64000,TandemRepeat,237.902747
64000,SuffixTree,203.66788
64000,TandemRepeat,276.29082
64000,SuffixTree,263.067131
64000,TandemRepeat,239.580685
64000,SuffixTree,225.944434
64000,TandemRepeat,230.632664
64000,SuffixTree,215.211383
64000,TandemRepeat,233.989474
64000,SuffixTree,208.555128
64000,TandemRepeat,247.470042
64000,SuffixTree,218.141727
64000,TandemRepeat,236.806684
64000,SuffixTree,228.788762
64000,TandemRepeat,234.094628
68000,SuffixTree,269.186969
68000,TandemRepeat,247.768683
68000,SuffixTree,271.354407
68000,TandemRepeat,256.266163
68000,SuffixTree,240.166082
68000,TandemRepeat,260.44478
68000,SuffixTree,255.338045
68000,TandemRepeat,249.267987
68000,SuffixTree,215.477922
68000,TandemRepeat,256.175966
68000,SuffixTree,252.592675
68000,TandemRepeat,251.315134
68000,SuffixTree,285.82181
68000,TandemRepeat,262.238005
68000,SuffixTree,251.190597
68000,TandemRepeat,266.400072
68000,SuffixTree,237.47631
68000,TandemRepeat,254.600948
68000,SuffixTree,284.342929
68000,TandemRepeat,261.944352
72000,SuffixTree,296.41641
72000,TandemRepeat,278.79
72000,SuffixTree,262.227459
72000,TandemRepeat,294.441931
72000,SuffixTree,289.420477
72000,TandemRepeat,263.960875
72000,SuffixTree,242.759723
72000,TandemRepeat,273.49799
72000,SuffixTree,279.413454
72000,TandemRepeat,267.978032
72000,SuffixTree,239.322822
72000,TandemRepeat,263.061892
72000,SuffixTree,267.67101
72000,TandemRepeat,271.275113
72000,SuffixTree,257.950357
72000,TandemRepeat,274.369032
72000,SuffixTree,292.880368
72000,TandemRepeat,267.517378
72000,SuffixTree,256.55969
72000,TandemRepeat,266.260434
76000,SuffixTree,278.556912
76000,TandemRepeat,284.401888
76000,SuffixTree,286.97167
76000,TandemRepeat,301.353453
76000,SuffixTree,272.945364
76000,TandemRepeat,295.565782
76000,SuffixTree,359.270306
76000,TandemRepeat,290.842683
76000,SuffixTree,233.459261
76000,TandemRepeat,274.806819
76000,SuffixTree,291.346489
76000,TandemRepeat,279.387187
76000,SuffixTree,268.101869
76000,TandemRepeat,283.407118
76000,SuffixTree,269.958616
76000,TandemRepeat,284.813955
76000,SuffixTree,235.153472
76000,TandemRepeat,327.117271
76000,SuffixTree,279.080503
76000,TandemRepeat,276.907329
80000,SuffixTree,317.662656
80000,TandemRepeat,306.747004
80000,SuffixTree,267.876887
80000,TandemRepeat,295.685303
80000,SuffixTree,288.448935
80000,TandemRepeat,313.188593
80000,SuffixTree,268.40392
80000,TandemRepeat,292.312073
80000,SuffixTree,260.847904
80000,TandemRepeat,299.394693
80000,SuffixTree,284.360014
80000,TandemRepeat,294.78914
80000,SuffixTree,295.173369
80000,TandemRepeat,303.067633
80000,SuffixTree,281.196046
80000,TandemRepeat,294.213698
80000,SuffixTree,282.612387
80000,TandemRepeat,293.178762
80000,SuffixTree,312.242969
80000,TandemRepeat,326.009511
84000,SuffixTree,309.01279
84000,TandemRepeat,310.737027
84000,SuffixTree,283.517425
84000,TandemRepeat,344.837199
84000,SuffixTree,359.094134
84000,TandemRepeat,332.045893
84000,SuffixTree,271.138871
84000,TandemRepeat,407.792748
84000,SuffixTree,353.050224
84000,TandemRepeat,310.664477
84000,SuffixTree,300.013316
84000,TandemRepeat,320.752825
84000,SuffixTree,295.649094
84000,TandemRepeat,305.395242
84000,SuffixTree,280.458094
84000,TandemRepeat,316.498283
84000,SuffixTree,315.44518
84000,TandemRepeat,313.089603
84000,SuffixTree,358.157056
84000,TandemRepeat,383.830871
88000,SuffixTree,385.824442
88000,TandemRepeat,326.861889
88000,SuffixTree,323.788032
88000,TandemRepeat,334.43181
88000,SuffixTree,310.541859
88000,TandemRepeat,340.520009
88000,SuffixTree,332.317781
88000,TandemRepeat,324.213257
88000,SuffixTree,351.680289
88000,TandemRepeat,325.71014
88000,SuffixTree,296.786629
88000,TandemRepeat,347.485025
88000,SuffixTree,304.647229
88000,TandemRepeat,325.620018
88000,SuffixTree,373.496465
88000,TandemRepeat,334.594835
88000,SuffixTree,302.310305
88000,TandemRepeat,342.676557
88000,SuffixTree,328.719532
88000,TandemRepeat,327.375935
92000,SuffixTree,338.8523
92000,TandemRepeat,347.211973
92000,SuffixTree,308.630528
92000,TandemRepeat,365.671897
92000,SuffixTree,336.034742
92000,TandemRepeat,335.34618
92000,SuffixTree,374.96072
92000,TandemRepeat,339.3135
92000,SuffixTree,301.589861
92000,TandemRepeat,367.32032
92000,SuffixTree,351.250983
92000,TandemRepeat,349.67691
92000,SuffixTree,312.525446
92000,TandemRepeat,347.911795
92000,SuffixTree,302.569449
92000,TandemRepeat,404.864347
92000,SuffixTree,354.738725
92000,TandemRepeat,402.527506
92000,SuffixTree,317.507233
92000,TandemRepeat,347.15706
96000,SuffixTree,337.379867
96000,TandemRepeat,419.197
96000,SuffixTree,412.871853
96000,TandemRepeat,359.658015
96000,SuffixTree,352.750368
96000,TandemRepeat,356.528404
96000,SuffixTree,315.127485
96000,TandemRepeat,366.247107
96000,SuffixTree,338.578224
96000,TandemRepeat,351.237123
96000,SuffixTree,333.403024
96000,TandemRepeat,349.850845
96000,SuffixTree,351.676807
96000,TandemRepeat,381.611548
96000,SuffixTree,417.895015
96000,TandemRepeat,355.625844
96000,SuffixTree,312.9236
96000,TandemRepeat,353.608349
96000,SuffixTree,366.631155
96000,TandemRepeat,351.908009
