InputSize,Algorithm,RunningTime
7000,TandemRepeat,16.520878
7000,SuffixTree,15.887775
7000,TandemRepeat,16.65063
7000,SuffixTree,19.764259
7000,TandemRepeat,16.54127
7000,SuffixTree,14.842664
7000,TandemRepeat,16.90777
7000,SuffixTree,14.864084
7000,TandemRepeat,16.524401
7000,SuffixTree,13.670067
7000,TandemRepeat,16.876571
7000,SuffixTree,14.40292
7000,TandemRepeat,16.554568
8000,SuffixTree,17.185228
8000,TandemRepeat,24.301871
8000,SuffixTree,21.283661
8000,TandemRepeat,21.084615
8000,SuffixTree,23.148253
8000,TandemRepeat,19.236432
8000,SuffixTree,16.416105
8000,TandemRepeat,19.370389
8000,SuffixTree,19.574184
8000,TandemRepeat,19.340933
8000,SuffixTree,18.343893
8000,TandemRepeat,21.296123
8000,SuffixTree,19.452977
8000,TandemRepeat,19.307081
8000,SuffixTree,18.644582
8000,TandemRepeat,19.053548
8000,SuffixTree,15.737354
8000,TandemRepeat,18.995319
8000,SuffixTree,19.233097
8000,TandemRepeat,19.041615
9000,SuffixTree,25.41707
9000,TandemRepeat,25.96469
9000,SuffixTree,22.919225
9000,TandemRepeat,22.315552
9000,SuffixTree,20.977142
9000,TandemRepeat,22.033351
9000,SuffixTree,18.976849
9000,TandemRepeat,21.750998
9000,SuffixTree,25.471051
9000,TandemRepeat,21.898927
9000,SuffixTree,19.324967
9000,TandemRepeat,22.015784
9000,SuffixTree,19.514692
9000,TandemRepeat,22.003798
9000,SuffixTree,19.290849
9000,TandemRepeat,21.726415
9000,SuffixTree,18.514842
9000,TandemRepeat,21.845937
9000,SuffixTree,19.621803
9000,TandemRepeat,21.905419
10000,SuffixTree,23.292315
10000,TandemRepeat,32.472219
10000,SuffixTree,22.245205
10000,TandemRepeat,25.134684
10000,SuffixTree,21.3064
10000,TandemRepeat,24.22475
10000,SuffixTree,26.853428
10000,TandemRepeat,24.397561
10000,SuffixTree,21.400451
10000,TandemRepeat,24.152693
10000,SuffixTree,20.551781
10000,TandemRepeat,25.04535
10000,SuffixTree,22.001708
10000,TandemRepeat,24.376861
10000,SuffixTree,21.707297
10000,TandemRepeat,24.96869
10000,SuffixTree,20.954487
10000,TandemRepeat,24.283904
10000,SuffixTree,20.50294
10000,TandemRepeat,24.471296
11000,SuffixTree,30.435675
11000,TandemRepeat,31.67491
11000,SuffixTree,24.904857
11000,TandemRepeat,27.18011
11000,SuffixTree,22.675966
11000,TandemRepeat,27.462154
11000,SuffixTree,23.687083
11000,TandemRepeat,27.195662
11000,SuffixTree,22.843667
11000,TandemRepeat,27.030752
11000,SuffixTree,23.618514
11000,TandemRepeat,30.333771
11000,SuffixTree,22.901643
11000,TandemRepeat,26.857567
11000,SuffixTree,21.760884
11000,TandemRepeat,27.028988
11000,SuffixTree,22.780935
11000,TandemRepeat,28.952056
11000,SuffixTree,25.73305
11000,TandemRepeat,27.497641
12000,SuffixTree,41.212375
12000,TandemRepeat,34.069969
12000,SuffixTree,29.400773
12000,TandemRepeat,29.636593
12000,SuffixTree,34.646197
12000,TandemRepeat,29.47209
12000,SuffixTree,25.872415
12000,TandemRepeat,29.888194
12000,SuffixTree,24.450533
12000,TandemRepeat,29.812272
12000,SuffixTree,25.474431
12000,TandemRepeat,30.083532
12000,SuffixTree,26.306897
12000,TandemRepeat,29.676057
12000,SuffixTree,29.936294
12000,TandemRepeat,32.019957
12000,SuffixTree,26.020675
12000,TandemRepeat,29.546723
12000,SuffixTree,24.587565
12000,TandemRepeat,29.621246
13000,SuffixTree,35.071927
13000,TandemRepeat,38.543048
13000,SuffixTree,32.318131
13000,TandemRepeat,32.087879
13000,SuffixTree,27.084073
13000,TandemRepeat,32.261083
13000,SuffixTree,27.582893
13000,TandemRepeat,32.555451
13000,SuffixTree,28.599313
13000,TandemRepeat,32.634761
13000,SuffixTree,29.619921
13000,TandemRepeat,32.953841
13000,SuffixTree,34.602118
13000,TandemRepeat,33.407221
13000,SuffixTree,32.032524
13000,TandemRepeat,32.24916
13000,SuffixTree,23.723048
13000,TandemRepeat,32.291924
13000,SuffixTree,30.078167
13000,TandemRepeat,32.208711
14000,SuffixTree,38.733465
14000,TandemRepeat,39.243619
14000,SuffixTree,35.925198
14000,TandemRepeat,34.87685
14000,SuffixTree,28.727648
14000,TandemRepeat,35.315791
14000,SuffixTree,29.585085
14000,TandemRepeat,35.023391
14000,SuffixTree,32.363798
14000,TandemRepeat,34.79013
14000,SuffixTree,44.636347
14000,TandemRepeat,35.0086
14000,SuffixTree,28.253387
14000,TandemRepeat,34.825322
14000,SuffixTree,33.067245
14000,TandemRepeat,34.931968
14000,SuffixTree,33.833886
14000,TandemRepeat,35.337885
14000,SuffixTree,29.737475
14000,TandemRepeat,34.87384
15000,SuffixTree,42.728008
15000,TandemRepeat,42.035179
15000,SuffixTree,35.709725
15000,TandemRepeat,37.631855
15000,SuffixTree,36.440914
15000,TandemRepeat,37.210401
15000,SuffixTree,30.791457
15000,TandemRepeat,37.496981
15000,SuffixTree,31.855721
15000,TandemRepeat,37.688025
15000,SuffixTree,31.433855
15000,TandemRepeat,37.592778
15000,SuffixTree,34.601918
15000,TandemRepeat,37.717967
15000,SuffixTree,34.038422
15000,TandemRepeat,41.273628
15000,SuffixTree,34.998371
15000,TandemRepeat,37.363361
15000,SuffixTree,29.95106
15000,TandemRepeat,37.82111
16000,SuffixTree,43.62656
16000,TandemRepeat,42.071247
16000,SuffixTree,36.287468
16000,TandemRepeat,40.094087
16000,SuffixTree,47.143333
16000,TandemRepeat,39.800429
16000,SuffixTree,34.780443
16000,TandemRepeat,39.874875
16000,SuffixTree,31.855127
16000,TandemRepeat,40.601364
16000,SuffixTree,38.785631
16000,TandemRepeat,39.820289
16000,SuffixTree,48.881082
16000,TandemRepeat,39.98561
16000,SuffixTree,35.029597
16000,TandemRepeat,40.682678
16000,SuffixTree,37.171061
16000,TandemRepeat,39.906558
16000,SuffixTree,45.73176
16000,TandemRepeat,40.452642
17000,SuffixTree,48.434448
17000,TandemRepeat,43.86119
17000,SuffixTree,37.959196
17000,TandemRepeat,42.562066
17000,SuffixTree,36.708133
17000,TandemRepeat,42.901461
17000,SuffixTree,37.038145
17000,TandemRepeat,42.536339
17000,SuffixTree,35.16657
17000,TandemRepeat,42.855629
17000,SuffixTree,36.871482
17000,TandemRepeat,42.490544
17000,SuffixTree,38.423574
17000,TandemRepeat,42.553293
17000,SuffixTree,39.576871
17000,TandemRepeat,48.803994
17000,SuffixTree,39.280355
17000,TandemRepeat,42.543015
17000,SuffixTree,37.51325
17000,TandemRepeat,42.715155
18000,SuffixTree,49.447434
18000,TandemRepeat,46.74468
18000,SuffixTree,37.70973
18000,TandemRepeat,45.629977
18000,SuffixTree,40.01856
18000,TandemRepeat,46.069752
18000,SuffixTree,53.037749
18000,TandemRepeat,45.126058
18000,SuffixTree,38.281643
18000,TandemRepeat,45.206706
18000,SuffixTree,39.79006
18000,TandemRepeat,45.787671
18000,SuffixTree,39.993071
18000,TandemRepeat,45.34082
18000,SuffixTree,38.645468
18000,TandemRepeat,45.098208
18000,SuffixTree,39.105615
18000,TandemRepeat,45.45606
18000,SuffixTree,35.988869
18000,TandemRepeat,45.147933
19000,SuffixTree,54.578325
19000,TandemRepeat,49.618997
19000,SuffixTree,47.457261
19000,TandemRepeat,47.697215
19000,SuffixTree,51.99228
19000,TandemRepeat,47.342437
19000,SuffixTree,40.226851
19000,TandemRepeat,47.495897
19000,SuffixTree,42.22081
19000,TandemRepeat,48.008349
19000,SuffixTree,46.413012
19000,TandemRepeat,47.791311
19000,SuffixTree,40.594748
19000,TandemRepeat,47.705421
19000,SuffixTree,42.01874
19000,TandemRepeat,47.947056
19000,SuffixTree,45.585114
19000,TandemRepeat,47.807298
19000,SuffixTree,40.581304
19000,TandemRepeat,47.673007
20000,SuffixTree,66.175541
20000,TandemRepeat,52.922274
20000,SuffixTree,56.79412
20000,TandemRepeat,49.976157
20000,SuffixTree,45.858978
20000,TandemRepeat,51.114089
20000,SuffixTree,44.700792
20000,TandemRepeat,50.247204
20000,SuffixTree,42.953219
20000,TandemRepeat,52.424012
20000,SuffixTree,50.191883
20000,TandemRepeat,50.034295
20000,SuffixTree,41.81818
20000,TandemRepeat,50.294908
20000,SuffixTree,46.446647
20000,TandemRepeat,50.056068
20000,SuffixTree,42.729402
20000,TandemRepeat,50.014182
20000,SuffixTree,45.417652
20000,TandemRepeat,50.991696
21000,SuffixTree,58.802881
21000,TandemRepeat,55.50593
21000,SuffixTree,47.244048
21000,TandemRepeat,53.329952
21000,SuffixTree,45.796799
21000,TandemRepeat,52.912379
21000,SuffixTree,49.430293
21000,TandemRepeat,56.127907
21000,SuffixTree,42.659559
21000,TandemRepeat,52.878649
21000,SuffixTree,46.988082
21000,TandemRepeat,52.837067
21000,SuffixTree,53.318833
21000,TandemRepeat,52.74455
21000,SuffixTree,44.544725
21000,TandemRepeat,52.708382
21000,SuffixTree,48.913966
21000,TandemRepeat,52.789195
21000,SuffixTree,45.356072
21000,TandemRepeat,52.520194
22000,SuffixTree,56.115425
22000,TandemRepeat,61.411719
22000,SuffixTree,46.659103
22000,TandemRepeat,54.952496
22000,SuffixTree,48.071116
22000,TandemRepeat,55.415042
22000,SuffixTree,50.986137
22000,TandemRepeat,55.590336
22000,SuffixTree,51.987013
22000,TandemRepeat,56.202681
22000,SuffixTree,67.346784
22000,TandemRepeat,54.865067
22000,SuffixTree,48.659443
22000,TandemRepeat,55.429589
22000,SuffixTree,45.278865
22000,TandemRepeat,55.610341
22000,SuffixTree,47.182299
22000,TandemRepeat,56.799443
22000,SuffixTree,47.33942
22000,TandemRepeat,60.721833
23000,SuffixTree,81.389085
23000,TandemRepeat,57.646403
23000,SuffixTree,52.37565
23000,TandemRepeat,58.032933
23000,SuffixTree,51.753282
23000,TandemRepeat,57.756669
23000,SuffixTree,48.067102
23000,TandemRepeat,58.087975
23000,SuffixTree,52.809958
23000,TandemRepeat,57.665612
23000,SuffixTree,46.284213
23000,TandemRepeat,64.456625
23000,SuffixTree,49.378116
23000,TandemRepeat,58.225435
23000,SuffixTree,51.767132
23000,TandemRepeat,58.131612
23000,SuffixTree,47.093865
23000,TandemRepeat,58.210498
23000,SuffixTree,53.091848
23000,TandemRepeat,60.062969
24000,SuffixTree,64.17307
24000,TandemRepeat,61.574663
24000,SuffixTree,56.314294
24000,TandemRepeat,60.332207
24000,SuffixTree,72.610707
24000,TandemRepeat,60.208164
24000,SuffixTree,54.655541
24000,TandemRepeat,62.672958
24000,SuffixTree,53.72766
24000,TandemRepeat,60.443093
24000,SuffixTree,53.965606
24000,TandemRepeat,61.008268
24000,SuffixTree,66.172163
24000,TandemRepeat,60.09438
24000,SuffixTree,68.715461
24000,TandemRepeat,60.188154
24000,SuffixTree,52.169198
24000,TandemRepeat,60.480121
24000,SuffixTree,54.264227
24000,TandemRepeat,61.499794
25000,SuffixTree,71.58577
25000,TandemRepeat,64.878998
25000,SuffixTree,56.066471
25000,TandemRepeat,63.682317
25000,SuffixTree,51.396631
25000,TandemRepeat,63.82084
25000,SuffixTree,59.621267
25000,TandemRepeat,63.039006
25000,SuffixTree,54.180372
25000,TandemRepeat,63.767336
25000,SuffixTree,60.47498
25000,TandemRepeat,63.641891
25000,SuffixTree,62.29374
25000,TandemRepeat,65.649238
25000,SuffixTree,54.025439
25000,TandemRepeat,66.787922
25000,SuffixTree,74.758294
25000,TandemRepeat,65.514221
25000,SuffixTree,64.852971
25000,TandemRepeat,65.705623
26000,SuffixTree,65.934145
26000,TandemRepeat,67.056674
26000,SuffixTree,60.016075
26000,TandemRepeat,66.829388
26000,SuffixTree,55.56469
26000,TandemRepeat,65.934463
26000,SuffixTree,56.366753
26000,TandemRepeat,75.150139
26000,SuffixTree,62.521101
26000,TandemRepeat,66.542864
26000,SuffixTree,57.796828
26000,TandemRepeat,66.21212
26000,SuffixTree,53.541857
26000,TandemRepeat,66.802379
26000,SuffixTree,61.723062
26000,TandemRepeat,65.300644
26000,SuffixTree,70.951609
26000,TandemRepeat,65.633882
26000,SuffixTree,56.093168
26000,TandemRepeat,67.81043
27000,SuffixTree,74.700693
27000,TandemRepeat,68.823283
27000,SuffixTree,86.948093
27000,TandemRepeat,72.154142
27000,SuffixTree,61.712462
27000,TandemRepeat,68.757301
27000,SuffixTree,65.749442
27000,TandemRepeat,69.41983
27000,SuffixTree,62.026979
27000,TandemRepeat,68.51989
27000,SuffixTree,61.042432
27000,TandemRepeat,76.113347
27000,SuffixTree,61.613477
27000,TandemRepeat,68.367717
27000,SuffixTree,54.691094
27000,TandemRepeat,68.467332
27000,SuffixTree,61.96877
27000,TandemRepeat,68.657866
27000,SuffixTree,64.130269
27000,TandemRepeat,69.113198
28000,SuffixTree,90.452362
28000,TandemRepeat,70.881411
28000,SuffixTree,65.429353
28000,TandemRepeat,71.688849
28000,SuffixTree,61.700436
28000,TandemRepeat,72.310732
28000,SuffixTree,62.977623
28000,TandemRepeat,72.1605
28000,SuffixTree,61.729532
28000,TandemRepeat,78.430749
28000,SuffixTree,61.745481
28000,TandemRepeat,71.481294
28000,SuffixTree,57.462456
28000,TandemRepeat,84.133879
28000,SuffixTree,61.036308
28000,TandemRepeat,71.239503
28000,SuffixTree,62.471162
28000,TandemRepeat,71.084616
28000,SuffixTree,61.881912
28000,TandemRepeat,72.153756
29000,SuffixTree,77.118032
29000,TandemRepeat,77.757077
29000,SuffixTree,76.135425
29000,TandemRepeat,75.193781
29000,SuffixTree,64.952255
29000,TandemRepeat,74.690024
29000,SuffixTree,63.4781
29000,TandemRepeat,81.957915
29000,SuffixTree,66.474662
29000,TandemRepeat,74.06423
29000,SuffixTree,67.445958
29000,TandemRepeat,74.607806
29000,SuffixTree,59.141722
29000,TandemRepeat,73.872204
29000,SuffixTree,66.458784
29000,TandemRepeat,74.265835
29000,SuffixTree,55.697245
29000,TandemRepeat,82.14008
29000,SuffixTree,63.360608
29000,TandemRepeat,73.9478
30000,SuffixTree,83.13528
30000,TandemRepeat,76.551789
30000,SuffixTree,67.731009
30000,TandemRepeat,80.538614
30000,SuffixTree,72.690825
30000,TandemRepeat,76.4874
30000,SuffixTree,67.463575
30000,TandemRepeat,77.669497
30000,SuffixTree,66.273572
30000,TandemRepeat,82.93446
30000,SuffixTree,68.791207
30000,TandemRepeat,76.925272
30000,SuffixTree,60.818234
30000,TandemRepeat,85.967339
30000,SuffixTree,83.020487
30000,TandemRepeat,76.759526
30000,SuffixTree,66.998537
30000,TandemRepeat,76.616975
30000,SuffixTree,66.466267
30000,TandemRepeat,76.257245
31000,SuffixTree,81.64804
31000,TandemRepeat,79.300737
31000,SuffixTree,70.123898
31000,TandemRepeat,79.241628
31000,SuffixTree,68.289161
31000,TandemRepeat,79.281035
31000,SuffixTree,68.824337
31000,TandemRepeat,79.412469
31000,SuffixTree,68.417865
31000,TandemRepeat,83.350473
31000,SuffixTree,77.420314
31000,TandemRepeat,80.551402
31000,SuffixTree,68.406707
31000,TandemRepeat,79.340274
31000,SuffixTree,74.408948
31000,TandemRepeat,79.654076
31000,SuffixTree,95.214476
31000,TandemRepeat,79.026317
31000,SuffixTree,68.608717
31000,TandemRepeat,79.997211
32000,SuffixTree,85.394006
32000,TandemRepeat,81.936114
32000,SuffixTree,68.803886
32000,TandemRepeat,81.728765
32000,SuffixTree,72.154864
32000,TandemRepeat,81.938575
32000,SuffixTree,77.023171
32000,TandemRepeat,82.380342
32000,SuffixTree,69.324692
32000,TandemRepeat,82.02918
32000,SuffixTree,77.86237
32000,TandemRepeat,81.846452
32000,SuffixTree,72.244278
32000,TandemRepeat,81.902852
32000,SuffixTree,72.43455
32000,TandemRepeat,82.252996
32000,SuffixTree,88.354019
32000,TandemRepeat,81.522835
32000,SuffixTree,82.198835
32000,TandemRepeat,81.210715
33000,SuffixTree,93.894531
33000,TandemRepeat,88.760221
33000,SuffixTree,78.034392
33000,TandemRepeat,84.40346
33000,SuffixTree,72.107182
33000,TandemRepeat,95.203206
33000,SuffixTree,83.352903
33000,TandemRepeat,85.559119
33000,SuffixTree,76.652932
33000,TandemRepeat,85.435783
33000,SuffixTree,69.02832
33000,TandemRepeat,84.817659
33000,SuffixTree,76.44154
33000,TandemRepeat,85.144133
33000,SuffixTree,65.961342
33000,TandemRepeat,84.689313
33000,SuffixTree,74.303562
33000,TandemRepeat,84.618951
33000,SuffixTree,68.677262
33000,TandemRepeat,95.192724
34000,SuffixTree,98.883983
34000,TandemRepeat,97.861789
34000,SuffixTree,76.014338
34000,TandemRepeat,87.727925
34000,SuffixTree,77.011503
34000,TandemRepeat,87.114845
34000,SuffixTree,79.11151
34000,TandemRepeat,88.247905
34000,SuffixTree,78.484643
34000,TandemRepeat,87.754497
34000,SuffixTree,77.217817
34000,TandemRepeat,87.049258
34000,SuffixTree,84.016111
34000,TandemRepeat,86.671278
34000,SuffixTree,76.794131
34000,TandemRepeat,87.581745
34000,SuffixTree,74.446361
34000,TandemRepeat,97.454167
34000,SuffixTree,82.546872
34000,TandemRepeat,87.352139
35000,SuffixTree,94.90249
35000,TandemRepeat,90.808837
35000,SuffixTree,74.093334
35000,TandemRepeat,89.624246
35000,SuffixTree,79.193334
35000,TandemRepeat,103.126543
35000,SuffixTree,78.827659
35000,TandemRepeat,89.503001
35000,SuffixTree,75.41168
35000,TandemRepeat,99.127868
35000,SuffixTree,112.080939
35000,TandemRepeat,89.85886
35000,SuffixTree,78.970662
35000,TandemRepeat,91.777456
35000,SuffixTree,78.514526
35000,TandemRepeat,90.404008
35000,SuffixTree,69.167307
35000,TandemRepeat,100.720731
35000,SuffixTree,79.492755
35000,TandemRepeat,89.808463
36000,SuffixTree,90.926284
36000,TandemRepeat,104.415637
36000,SuffixTree,91.440333
36000,TandemRepeat,92.47984
36000,SuffixTree,84.391745
36000,TandemRepeat,93.185362
36000,SuffixTree,73.255145
36000,TandemRepeat,92.657673
36000,SuffixTree,87.461129
36000,TandemRepeat,92.721262
36000,SuffixTree,80.266954
36000,TandemRepeat,92.89898
36000,SuffixTree,81.943392
36000,TandemRepeat,110.045348
36000,SuffixTree,86.572261
36000,TandemRepeat,97.079752
36000,SuffixTree,92.001193
36000,TandemRepeat,97.390468
36000,SuffixTree,113.438778
36000,TandemRepeat,93.930905
37000,SuffixTree,104.197483
37000,TandemRepeat,95.771877
37000,SuffixTree,85.250469
37000,TandemRepeat,95.896834
37000,SuffixTree,80.786127
37000,TandemRepeat,106.218869
37000,SuffixTree,84.457185
37000,TandemRepeat,95.493672
37000,SuffixTree,87.639578
37000,TandemRepeat,97.295165
37000,SuffixTree,85.515413
37000,TandemRepeat,95.178161
37000,SuffixTree,90.451564
37000,TandemRepeat,94.954264
37000,SuffixTree,83.67172
37000,TandemRepeat,103.637572
37000,SuffixTree,80.172174
37000,TandemRepeat,95.514316
37000,SuffixTree,91.362156
37000,TandemRepeat,95.093413
38000,SuffixTree,98.081178
38000,TandemRepeat,98.548198
38000,SuffixTree,91.767039
38000,TandemRepeat,98.779761
38000,SuffixTree,85.423074
38000,TandemRepeat,97.957267
38000,SuffixTree,85.870571
38000,TandemRepeat,100.285307
38000,SuffixTree,92.271164
38000,TandemRepeat,98.924099
38000,SuffixTree,83.7154
38000,TandemRepeat,98.348562
38000,SuffixTree,96.863994
38000,TandemRepeat,97.693516
38000,SuffixTree,94.23162
38000,TandemRepeat,97.916389
38000,SuffixTree,121.886388
38000,TandemRepeat,97.948048
38000,SuffixTree,85.652912
38000,TandemRepeat,108.494568
39000,SuffixTree,106.066425
39000,TandemRepeat,101.388172
39000,SuffixTree,91.077082
39000,TandemRepeat,101.520664
39000,SuffixTree,80.361037
39000,TandemRepeat,100.835304
39000,SuffixTree,88.885495
39000,TandemRepeat,102.031771
39000,SuffixTree,88.595203
39000,TandemRepeat,100.732418
39000,SuffixTree,85.657184
39000,TandemRepeat,111.472103
39000,SuffixTree,112.62126
39000,TandemRepeat,106.977957
39000,SuffixTree,91.355305
39000,TandemRepeat,101.881218
39000,SuffixTree,80.212013
39000,TandemRepeat,114.127619
39000,SuffixTree,87.148717
39000,TandemRepeat,101.724219
40000,SuffixTree,107.520446
40000,TandemRepeat,103.090217
40000,SuffixTree,88.55504
40000,TandemRepeat,102.981503
40000,SuffixTree,93.702338
40000,TandemRepeat,103.12407
40000,SuffixTree,101.591828
40000,TandemRepeat,115.145771
40000,SuffixTree,89.115106
40000,TandemRepeat,103.623648
40000,SuffixTree,92.375263
40000,TandemRepeat,103.279852
40000,SuffixTree,89.834187
40000,TandemRepeat,113.034254
40000,SuffixTree,85.625944
40000,TandemRepeat,103.667172
40000,SuffixTree,89.688676
40000,TandemRepeat,116.087352
40000,SuffixTree,118.008281
40000,TandemRepeat,103.243289
41000,SuffixTree,102.858986
41000,TandemRepeat,119.882297
41000,SuffixTree,105.598566
41000,TandemRepeat,105.603403
41000,SuffixTree,88.428957
41000,TandemRepeat,110.103489
41000,SuffixTree,99.069058
41000,TandemRepeat,107.246686
41000,SuffixTree,94.062108
41000,TandemRepeat,106.807406
41000,SuffixTree,90.762007
41000,TandemRepeat,106.037413
41000,SuffixTree,90.168479
41000,TandemRepeat,112.321522
41000,SuffixTree,89.72359
41000,TandemRepeat,111.734224
41000,SuffixTree,87.566682
41000,TandemRepeat,109.188332
41000,SuffixTree,94.606875
41000,TandemRepeat,106.275844
42000,SuffixTree,113.152229
42000,TandemRepeat,110.426654
42000,SuffixTree,110.538907
42000,TandemRepeat,108.496
42000,SuffixTree,102.88231
42000,TandemRepeat,109.903948
42000,SuffixTree,105.762241
42000,TandemRepeat,108.699409
42000,SuffixTree,119.112872
42000,TandemRepeat,108.211272
42000,SuffixTree,94.521949
42000,TandemRepeat,122.005438
42000,SuffixTree,107.202392
42000,TandemRepeat,110.766656
42000,SuffixTree,99.340092
42000,TandemRepeat,108.783793
42000,SuffixTree,86.139786
42000,TandemRepeat,114.791019
42000,SuffixTree,95.346871
42000,TandemRepeat,109.477595
43000,SuffixTree,112.131879
43000,TandemRepeat,111.075458
43000,SuffixTree,106.868132
43000,TandemRepeat,111.55092
43000,SuffixTree,94.239697
43000,TandemRepeat,115.268034
43000,SuffixTree,104.104251
43000,TandemRepeat,111.573696
43000,SuffixTree,119.07758
43000,TandemRepeat,111.396851
43000,SuffixTree,101.044422
43000,TandemRepeat,114.079533
43000,SuffixTree,91.031691
43000,TandemRepeat,123.665799
43000,SuffixTree,102.726462
43000,TandemRepeat,112.653664
43000,SuffixTree,103.784278
43000,TandemRepeat,111.971931
43000,SuffixTree,97.102038
43000,TandemRepeat,111.777692
44000,SuffixTree,113.409876
44000,TandemRepeat,114.296461
44000,SuffixTree,105.514231
44000,TandemRepeat,114.021525
44000,SuffixTree,125.310297
44000,TandemRepeat,114.950492
44000,SuffixTree,109.771249
44000,TandemRepeat,114.354149
44000,SuffixTree,97.880866
44000,TandemRepeat,114.290432
44000,SuffixTree,117.955335
44000,TandemRepeat,114.413495
44000,SuffixTree,100.062344
44000,TandemRepeat,114.585752
44000,SuffixTree,117.561382
44000,TandemRepeat,114.953392
44000,SuffixTree,96.926365
44000,TandemRepeat,114.847166
44000,SuffixTree,109.517658
44000,TandemRepeat,113.823977
45000,SuffixTree,114.550333
45000,TandemRepeat,116.969036
45000,SuffixTree,107.172887
45000,TandemRepeat,116.47506
45000,SuffixTree,96.015643
45000,TandemRepeat,116.816847
45000,SuffixTree,110.136462
45000,TandemRepeat,116.507571
45000,SuffixTree,122.541638
45000,TandemRepeat,118.906998
45000,SuffixTree,107.324864
45000,TandemRepeat,117.619436
45000,SuffixTree,102.052508
45000,TandemRepeat,138.156227
45000,SuffixTree,111.259467
45000,TandemRepeat,116.992464
45000,SuffixTree,106.616289
45000,TandemRepeat,117.435576
45000,SuffixTree,93.344837
45000,TandemRepeat,118.307733
46000,SuffixTree,120.212004
